id,label
58338413,DeveloperTeamNG
16862997,flxwu
31792358,kriadmin
10181183,kingdavidmartins
13894696,skatcat31
22450188,atomiks
15319886,iamsoorena
11977524,arjunmahishi
16218985,siarhei-zharnasek
21293048,meetzaveri
4183876,tcmal
23417897,YusofBandar
6687119,yazeedb
132889,elderhsouza
6097052,myapos
23243382,christianbender
16519090,Emgo-Dev
42976312,itchylol742
8242082,hszeto
4496904,taltmann42
2828303,prodigic
13534265,halsn
1694112,simov
24471188,evolkmann
18341459,davehenton
8836578,justin0022
17788569,dipakkr
29474138,Contrevien
27343592,Ishaan28malik
20338789,shauryauppal
25405707,Parikshit-Hooda
36950025,Warrioravi
16001446,Anirudh257
26465453,isaactorresmichel
3280355,solakin
9716820,Sander00
482524,tomiolah1998
44469683,strobie
34401078,johnsoncarl
24794539,fineanmol
24985816,abhijeet181995
27474968,aanndch
5001704,architkshk
7110913,brenocastelo
3253145,karanrajpal14
32392044,leedoughty
3316818,focux
39225757,bpkaur
14218714,hiiakku
12071697,amolpednekar
34946969,BrianArchibald
4355017,milaaraujo
6382186,towc
14280145,FelipeSGAndrade
28289448,jibin2706
26600368,Kapil706
8178407,future-challenger
25276,tspurway
6196064,onurunal1
643040,agershun
1063454,mathiasrw
3833658,bopjesvla
4594128,nickdeis
2216119,kanghj
10303400,n-a-m-e
16673782,seb-ster
122777,bjornblomqvist
16768293,nbdamian
5252386,positively4th
4968007,martinstarman
636814,alexpeattie
7886615,amitauras
415044,bjouhier
6098556,kaktus40
8848375,jrgoldfinemiddleton
308074,vellotis
6070939,SheetJSDev
10709698,WebDevMe
4338333,Wisehorn
15380009,akhaneev
10362952,renxida
162987,workmad3
39324982,jayeshguru99
1329114,AndreHeber
676134,chaddjohnson
4724505,dvelasquez
15611832,LukasDrgon
20434351,jefrydco
1453161,jimmyngo
200575,igor47
32422075,Web-Cam
18133202,twkitz
3695164,ilanbiala
13743297,mory91
10350960,schalkneethling
9794516,FrancescoSTL
751491,chrismore
400117,alexgibson
49256,yaru22
939710,bxh-io
259392,ghiottolino
818865,tjerkw
283778,guicamest
355366,naddaf
279016,jelgh
3899563,kquan
992835,reisub
1377567,JesseFarebro
1096485,passsy
308276,yccheok
3115882,grivos
1950232,tjworks
5380790,qiuzuhui
3105014,dillonkrug
1390651,andyperlitch
288117,michaschwab
3250169,nokout
725406,csicar
940070,leocaseiro
1099559,jr314159
202527,VanTanev
2165646,LukeMason
87168,simison
497298,abuggia
477881,gaui
8388,pkarl
5543229,akotlar
1104728,adrianboimvaser
697707,andreialecu
1842797,AndrewFreese
1333860,Odi55555
114588,abyx
745095,darlanalves
733821,dougludlow
1262584,iamnewspecies
1393845,jakob-lundberg
2250760,jamiearonson
1109167,failpunk
542168,charandas
1992187,liorcode
1881921,paulpflug
167772,slobo
676670,nike-17
1114387,zlodes
1320204,chieffancypants
1000759,faceleg
1016365,PatrickJS
876227,darlanmendonca
2952427,stefanotorresi
2115718,bbottema
440189,aaronroberson
949962,bchatelard
1799825,assisrafael
2191731,jklaus
991587,abachuk
1112718,alexmingoia
367079,anggiaj
1021701,jervert
12599965,clouless
3092978,bitdeli-chef
7718991,chrisg2
2643569,cquartier
1126594,cerisier
1854633,ewild
1066322,ikrestov
9685146,careykevin
947110,kkirsche
812795,brimstone
154775,osbornebrook
176665,piotrd
4112409,mastilver
3065291,networkerror
4930670,angi-
2395758,cameronlowry
570959,katallaxie
13887564,almothafar
3735902,SekibOmazic
5377501,shlomiassaf
6780471,mastertinner
1229177,Spittal
3976183,dotcs
108938,jimthedev
4069585,meiblorn
846306,tsukhu
2943047,chriscurnow
231618,samvloeberghs
2840504,Hendrixer
5303269,colinskow
15379981,kamil-kielczewski
14833645,asgerjensen
8938562,DanielKucal
1446388,jhuntoo
8420490,d3viant0ne
696345,elhigu
7594920,jennyraj
5610467,lanovoy
1107171,valorkin
2532125,abdulhaq-e
5804569,0xcharly
13794293,NehrDani
901354,dherges
5566282,gilhanan
338488,Siyfion
1753085,hmil
4107730,raphahardt
2787503,powange
746837,mikesir87
126757,Buthrakaur
101073,guilhermef
1965587,NotBobTheBuilder
554718,jakoblahmer
1882579,CyborgMaster
693982,skakri
2489514,jesse1983
687638,jeffsebring
442115,kadamwhite
8167190,kamilkisiela
1297448,Urigo
27914368,zeevgg
5278131,yido
25180681,renovate-bot
29139614,renovate[bot]
5565407,evans
448783,stubailo
4967600,jbaxleyiii
508118,ctavan
36460528,apollo-bot[bot]
570861,tuxsudo
6569980,helfer
195494,lquixada
16724,glasser
5750,benjamn
328001,leoasis
16096339,j4chou
134624,Primigenus
1831709,timbotnik
841294,abernix
54485,martijnwalraven
1080411,DxCx
1216917,trevorblades
1028572,nnance
2946769,unicodeveloper
743976,cheapsteak
29644393,trevor-scheer
9259509,JakeDawkins
5351262,addityasingh
18017067,peggyrayzis
172936,freiksenet
2042567,nicolaslopezj
540141,rkorrelboom
3680083,dotansimha
4412324,HriBB
24574859,NeoReyad
137740,hwillson
7384334,clarencenpy
900411,mehrdada
126104,friism
279540,nberardi
16988,runesoerensen
860665,thomcc
6424575,eoger
128755,vladikoff
41387967,linacambridge
83924,mhammond
1097182,ncalexan
34695,rfk
35755,jrconlin
1295288,vbudhram
5495083,garvankeeley
26122346,lyuyuan
207595,justindarc
39480120,tinoism
465422,grigoryk
14639,pjenvey
848085,shane-tomlinson
7784737,mitchhentges
12538331,hardik25
64367,philbooth
46048,fzzzy
103932,MihaiTabara
9583167,carolkng
5625313,irrationalagent
490833,joeyg
100193,bbangert
1370580,jonalmeida
36207117,dependabot-bot
856222,timvisee
2129,badboy
252962,jeromeetienne
22395670,nicolocarpignoli
1275858,kalwalt
7600245,nikolaymihaylov
214139,ZoltanVeres
2107076,andreyrd
1560884,caseyyee
44163516,avelilla
16110443,Tino-F
40197626,Ouyang-Zhaoxing
29234112,navanchauhan
10234267,PierreFritsch
1793964,commentatorboy
1799792,pikilipita
46328590,thor-brickman
5167505,TimKraemer
3449303,aloisdg
20001191,AmirNaghibi
5826638,cwervo
3478059,lcb931023
493968,gabrielgrant
1587455,joestrong
271622,lloydwatkin
3521469,leemark
2636763,Zertz
829526,pra85
11207756,rahulkapoor90
10656223,remojansen
12930004,rodrigocam
10798641,AyaMorisawa
1221346,bouzuya
365836,uzimith
26476,teppeis
180104,saneyuki
22321,uasi
11063,babie
648041,kjirou
39830,laiso
12663778,me-no-dev
22748063,lbernstone
1760209,ivankravets
21266776,copercini
2858309,stickbreaker
29522434,Jeroen88
8822552,luc-github
315097,arcao
14253034,martinius96
6457044,atanisoft
3473145,lonerzzz
38914089,pacucha42
16081083,a-c-sreedhar-reddy
2829457,joeybab3
11881858,Raienryu97
10289836,cyberman54
1388441,bbx10
4134851,reaper7
1893754,tobozo
22113954,MarkyAD
10327656,wemos
8572152,per1234
205573,projectgus
5537436,chcbaram
2562992,arvindr21
633644,Bascy
23474336,bertmelis
1909551,everslick
11875,earlephilhower
86721,ionciubotaru
70381,ckerr
6634592,MarshallOfSound
2036040,codebytere
681969,hansl
111951,mhevery
434655,daniellee
10999,torkelo
560055,jareware
1950595,bulletfactory
1668778,marefr
1237597,linkslice
4692022,eldering
2886187,mattttt
4806563,nabilbendafi
1051390,7yl4r
9953157,nopzor1200
47395,alexeagle
349548,thelgevold
1796022,jkuri
14199775,erdemapaydin
463703,jeffbcross
534930,robwormald
95713,rkirov
7208,mprobst
4300217,obsc
102313,LucasSloan
2364438,bowenni
10216,dpurp
3227,gmoothart
3847,evmar
1102761,jDramaix
30503,domesticmouse
29040,rehmsen
244381,MatrixFrog
1623628,whymarrh
19598234,mariakhomenko
3375226,jjudd
448862,DrJKL
1659,rictic
1289052,tadeegan
2022649,Goodwine
7006901,lambertjamesd
2286589,naomiblack
4987015,devversion
313894,SLaks
4509724,ssundarraj
143899,shicks
113062,mckamey
474988,btford
216296,IgorMinar
1859381,jvandemo
6013193,NgDashboard
15655,petebacondarwin
838736,jelbourn
211513,yjbanov
690815,tbosch
93018,matsko
35996,vsavkin
2294695,caitp
1153097,Narretz
4175141,alxhub
3871688,kara
85066,vikerman
46647,vojtajina
3506071,Splaktar
571363,robertmesserle
210413,ThomasBurleson
14793288,mmalerba
13606342,codymikol
22898577,andrewseguin
9973512,feloy
7476577,rudzikdawid
3945455,marosoft
483058,matthewrfindley
15221596,alopezsanchez
6004537,EladBezalel
9271155,clshortfuse
1506919,IMM0rtalis
10864441,josephperrott
4450522,crisbeto
1658949,oliversalzburg
165056,StephenFluin
413772,graingert
20677343,tinayuangao
4356436,Ignigena
4960234,sviams
234840,rossgardt
20483759,free-easy
311854,cstephe
1420091,beetlerom
2403703,xyng
931642,robsonsobral
1090826,LaurentGoderre
472139,wallenium
2509171,Marfa
986015,ReinaldoMT
2785418,danieljuhl
301906,oaubert
973269,barryvdh
816901,davidstosik
464226,fosil
810748,maur8ino
207846,migolo
170543,thomasreiser
46603522,gtfbot
971554,e-
597111,suit
248818,vicb
516168,jasonaden
43554145,AndrewKushnir
19864447,web-flow
372013,chuckjaz
1540597,benlesh
3599407,ScottSWu
973550,pkozlowski-opensource
2316643,marclaval
1087957,Foxandxss
18329853,beardofedu
2132216,githubteacher
6351798,a-a-ron
524990,edenhill
5316,mcandre
515142,bruth
472446,conorbranagan
47366,ewencp
395100,hqin
379176,17twenty
241756,johnbellone
54036,reset
410638,goncalopereira
5176,darron
60910,bkw
50846,ericfode
82251,kevinreedy
1693823,thedebugger
970958,webcoyote
1456812,lawsonj2019
58234,johntdyer
327237,jubianchi
367824,jhmartin
121679,benjaminws
5719,bdotdub
39808,gavinheavyside
408368,lyrixx
281261,jemiam
439223,databus23
2013347,jarosser06
369946,kppullin
93147,ijin
477526,noazark
5078,rnaveiras
191358,Sheile
3604733,brandocorp
943268,dpetzel
6528486,LarsLiden
2856501,mattmazzola
17562300,msft-shahins
3784903,Arincon
1333029,jmatthiesen
804331,tlancina
14225979,drewgillies
9328564,msftgits
933273,markmentovai
1822,sgraham
57350,rsesek
1455383,sigurasg
3828995,dbort
833296,erikchen
365204,andybons
513897,dpranke
187063,erikwright
3487,nico
10800041,randomascii
12821707,cpu-chromium
196959,chasephillips
4503886,macourteau
8240913,nick-chromium
5204260,plmonette
12732633,manzagop
118517,skyostil
756205,tzik
773533,nicholasjackson
4024506,anubhavmishra
9194247,thtrieu
8594541,abagshaw
11293826,Dhruv-Mohan
1811339,zayfod
16747198,Prakash19921206
7277663,silvergasp
25339946,borasy
19169142,dontfollowmeimcrazy
17383057,ryansun1900
8341304,lilohuang
5599868,allanzelener
15215732,off99555
367876,lunardog
163333,loretoparisi
13180521,ahmedbaracat
13544922,tungalbert99
8332918,AlexFridman
21218230,hajapy
292790,bafu
6502959,dkermany
49258173,holyguacamole
636764,azza-bazoo
20884533,pjnr1
6839921,kevinkit
10721788,oulutan
4139480,arionik
8291344,ryanferg
4161445,ttowncompiled
367262,jankuca
37704,chirayuk
502633,jbdeboer
229613,shyamseshadri
774654,pavelgj
1342730,alexeygolev
521109,cburgdorf
1350534,danielzen
77278,DjebbZ
638999,ifedotov
1538739,jksdua
987389,jamesdaily
960670,rolaveric
5284,marcenuc
504956,segeda
172800,nornagon
607250,alexeykuzmin
42443481,rangle-fatima
1329167,ericjim
4172079,filipesilva
19598772,clydin
1565117,Brocco
555867,cyrilletuzi
411874,cexbrayat
17563226,alan-agius4
7578400,noelmace
6923277,chrste90
9759954,markgoho
595925,delasteve
7893485,sis0k0
1442575,JiaLiPassion
8104246,FrozenPandaz
1243236,jschwarty
36964,theefer
11403260,wKoza
36491,beeman
3689856,caroso1222
1560278,webmaxru
1529180,lacolaco
8519685,Teamop
3607926,JLHwung
1131991,amitport
614349,KhodeN
253202,philschatz
1800468,FuriouZz
189606,BinaryMuse
1622515,princejwesley
610598,rafaelstz
251000,stevekinney
378023,simurai
14783,jtoy
18756736,somaticapi
18256853,rickiepark
17607554,ExterminateWho
4269898,terrytangyuan
1907223,domluna
8014461,ebigelow
12528769,terryum
5861573,raix852
110757,alouche
455551,andrewljohnson
1731260,arielscarpinelli
76661,ageron
9257969,cysmith
9047355,Conchylicultor
121520,dannguyen
1332812,dgolden1
364193,trigeorgis
11862328,guillaume-chevalier
53193122,maxmelnick-deloitte
15949642,rnditdev
13795788,SebastinSanty
1321193,shagunsodhani
1607349,sfwatergit
7456,tjhunter
18356444,deetruong89
15663219,yunjey
1558,ask
691049,mher
129501,ionelmc
83844,nvie
137467,steeve
122271,PMickael
48936,thedrow
319962,brainy
1353903,mpavlov
2592723,aneilbaboo
682759,rumineykova
15382,vbabiy
100959,fredj
124,brosner
1702083,malinoff
153580,gthb
4105675,Anarchist666
23610,dcramer
164168,streeter
91393,gcachet
265817,toofishes
828007,DXist
46565,acdha
54217,heyman
1357020,lorenabrams
244792,stovenator
136931,berg
181693,offbyone
281845,leobantech
326857,rogerhu
11707976,Shawn1993
4960468,LargonD
17016510,PayscaleNateW
9297015,notWhaleB
1250095,likejazz
6426868,billy-inn
1208615,mdymczyk
3771963,jwasham
16518410,Carmezim
11425102,ladrift
8783576,Kiricon
4423388,AnimeshShaw
3112309,radarhere
395778,ArturSkowronski
1933999,cixtor
579835,jhoffner
7283624,emadehsan
1468366,csbun
23017027,yelluw
38918771,mauriiice
16683059,rauwuckl
12832754,DerGut
20857899,NinaWie
5880225,RaulCatena
1500684,kentcdodds
4249591,chrissimpkins
2037007,Jameskmonger
1282980,ben-eb
6177621,bogas04
2322305,jamesplease
8503331,mbad0la
22768990,itaisteinherz
3869412,jfmengels
23029903,mpeyper
305339,patcon
12673605,z0al
464978,alejandronanez
5346497,DemianD
153481,fhemberger
1711854,guylepage3
6270048,Haroenv
3068563,diegohaz
14871650,jccguimaraes
3171900,jdjuan
1771152,kevinvangelder
5244986,marcobiedermann
304450,machour
3028124,nikolalsvk
3982200,frigginglorious
7977100,syt123450
906276,NTag
39876629,opera7133
30577168,bizzlerulez
24903154,LukasReithofer
8604205,gkalpak
265378,ocombe
129061,wardbell
42211,brandonroberts
520826,gregmagolan
2958442,sjtrimble
31899326,jbogarthyde
2081709,juliemr
18488086,madoar
52021,earshinov
6816140,achimha
3238693,ZachRHale
13564723,adekoder
16926070,domrich
198247,sumitarora
898763,stevenkampen
6842965,vanessayuenn
10526720,santiago-elustondo
1780164,clbond
439226,rajinder-yadav
2361292,mobinni
1062690,bertrandk
4672202,hilaryhacksel
6507159,andrewthauer
5281554,JinSY
42671,winkerVSbecks
542458,juristr
1400300,JayKan
18708111,riavalon
5454697,keneasson
1692132,wulfsolter
6597205,ngMachina
11047559,danielschifano
3485831,mattmischuk
1272018,xorgy
922368,andreicristianpetcu
9721664,eranshmil
17404346,matthinea
913141,nickgal
150087,Raz0r
5145523,Riron
17248664,RAM92
11649939,zzw922cn
23430977,nq555222
6899784,saurabhvyas
3344078,goldsmith
15832158,yitu-public
594298,KELiON
75278,Stanzilla
1738373,BrainMaestro
2076742,SkaceKamen
1177900,maximbaz
6289998,staff0rd
43157,lawgsy
7505425,LaercioSantana
329698,footnoise
9212161,Schrims
1328448,TheConnMan
9121359,lubien
4408379,lex111
8205055,dar5hak
1022918,International
6119312,codingmatty
16098792,ionphractal
928965,nazar-pc
1538066,tiagoamaro
943437,ScottDillman
14938154,enigmaeth
1274746,lavir
769039,blainesch
1895860,brentschroeter
8806650,tenorz007
6069807,fega
636753,JordanAdams
1738309,Kageetai
6376251,Krbz
926754,hellocreep
7584391,Toinane
3647841,amitmerchant1990
8822095,SigmaOne
310731,tml1024
290614,timar
1546050,kendy
8167879,pmladek
122876,fridrich
12903042,laszlonemeth
477936,cloph
2144964,erAck
2630242,dtardon
5687149,mhosken
19438782,thebearon
77185,jcorrius
2017058,kaplanlior
2386025,stbergmann
17406534,sleepingpillow
4462042,tarnhold
445799,bjoernmichaelsen
976901,serval2412
139229,piotrdrag
4553333,RickieES
26125302,krunose
1055830,scarabeusiv
554953,fitojb
201388,nifgraup
14852083,reneengelhard
16790181,stevenebutler
28889547,idnux
1826702,atriwidada
1039418,marcosps
9937631,mrkara
1203812,exentrich
132120,davidmz
118523,skylot
3824056,NeoSpb
2017168,13-beta2
9336045,riboribo
924885,jpstotz
163115,dnet
1734518,netmaxt3r
578021,vbauer
1571308,Fruiter
133864,tulskiy
996939,mauris
66834,mmckegg
296798,reggi
30254,aurium
1203949,jevakallio
834945,maxleiko
590904,nhunzaker
630124,Zearin
3519979,bambusekd
425687,adam-p
2000840,wm8120
6315497,michaelstepner
4333033,engstrom
32717,kant
73768,dato
495892,mortonfox
251849,ibmibmibm
7646789,beckjack
130093,lepht
2781777,cazala
735190,ApelSYN
80,ry
275871,bnoordhuis
899444,addaleax
2512748,cjihrig
218257,piscisaureus
439929,jasnell
8822573,BridgeAR
4299420,joyeecheung
432351,danbev
2352663,targos
495647,rvagg
146447,tjfontaine
54666,mscdex
10393198,vsemozhetbyt
17607,sam-github
782880,shigeki
20809,apapirovski
498775,MylesBorins
96947,refack
3109072,tniessen
355825,koichik
1093990,Fishrock123
677994,evanlucas
696611,thefourtheye
2174968,gergelyke
90293,donho
3694843,dail8859
14791461,SinghRajenM
22964455,jonandr
12630740,chcg
5516919,milipili
580536,NN---
2916485,Rikk
13075183,xomx
8998791,rddim
13162428,Ices-Eyes
4331362,AngryGamer
20214740,A-R-C-A
6064913,pnedev
11388215,schnurlos
11385622,squarefractal
544424,vlakoff
7978799,a-polivanchuk
6312791,popcorner
9730229,hypherion2
12958627,Hiro5
1683388,Tmp341
13181055,batagy
33607396,Stenox
12024941,cmeriaux
22886576,yasmise
3228886,alexandear
22452654,Patriccollu
6494038,MAPJe71
791115,linquize
22689376,np-jenkins
1288217,mevdschee
1103622,karllhughes
408052,mvdriel
4747818,BarryDam
543283,jr3cermak
67227,wackazong
655716,jrock2004
117493,saraf
3920047,claudesign
35902204,epostavs
250785,fedemotta
16328050,carusogabriel
13305123,noobiek
32403720,matt194
3341826,tobiasmuehl
4733489,creoflux
14152037,jpsider
2021774,lwzm
19923168,watain666
20708358,xhorntail
2302254,terkelg
14944216,DrunkenPoney
914637,lumio
3250552,pvdlg
122028,ianwalter
3505087,simonepri
7876498,Yiiu
22645979,xxczaki
469989,bennyn
827205,DanielRuf
8784712,egoist
3819038,floriangosse
4115327,jzakrzewski
22307063,joebeachjoebeach
25589715,jneidel
20357450,k15a
8845940,ForsakenHarmony
40002855,madhavarshney
10265841,creatyvtype
15668667,SurionA
143744,milesj
184567,oskarrough
11733036,ranyitz
50741,millette
4325375,SCKelemen
38247370,wilmouths
16069751,jeysal
3252614,vdrg
33759847,hurihuri123
743291,friederbluemle
19979279,dpebot
211174,ashwinraghav
3020501,gkaldev
13207669,zayna-shahzad
969662,RedBrogdon
18719615,maxost
596919,silvolu
19397744,schmidt-sebastian
9490724,SUPERCILEX
20298806,anky21
336005,keyboardsurfer
6343707,dh--
9773206,EdwardMuturi
2444061,seventhmoon
3036412,lineargs
3717137,jdsingh
16196868,kbhatia1996
7635084,mikelseverson
784621,patricknasc
1111032,revan
350232,rogerthomas84
631739,SandroMachado
35882,srush
5341072,davisonio
910753,RichardLitt
6025224,arthurvr
1682367,AllThingsSmitty
19847480,johnjago
177360,egeerardyn
1785552,leoruhland
1614009,petk
1098270,sfischer13
6316590,stevemao
3991845,willianjusten
5105812,YerkoPalma
7255542,n1trux
13087421,tobiasbueschel
5616595,arslanbilal
357237,arbox
626772,FylmTM
12481,coderberry
121766,feross
424628,igorbarinov
1935696,karlhorky
206854,kasbah
2096101,Kikobeats
8463904,kozross
3988101,lucasviola
938453,matiassingers
5445793,Jiakui
4239092,erolrecep
182906,hmert
5788652,demidovakatya
88295,hasantayyar
14281909,jaytaylopub
216183,lhayhurst
990494,0asa
22364802,Charismatron
34548897,cmasch
1578160,jwood803
6509492,justmarkham
1137480,murat
4493087,lethalbrains
7047079,sara-02
9078134,Teoretic6
904698,tomer-ben-david
3155152,elmerehbi
5858796,ahmetkurnaz
681989,creafz
1575034,mrdrozdov
4747808,boyanangelov
3207647,brunocvcunha
9044997,danilito19
7629007,danklotz
1682202,davidgasquez
2340106,kofoide
10162068,FavioVazquez
325322,fredkelly
1311749,gm-spacagna
246302,josephmisiti
29776799,josephmmisiti
1219780,hslatman
4917183,ajkl
2340086,cogmission
10507098,basickarl
3989198,NathanEpstein
7609173,Jasonnor
2282364,bigsnarfdude
17307,brylie
500,JJ
2907085,jeff1evesque
10055668,navdeep-G
10862289,Metnew
5764666,Asterisk14
200733,dmoisset
2441454,danyaljj
637285,dmcc
1389553,mandar2812
7584492,omrimendels
352189,sebg
50891,westurner
16655670,markyjackson-taulia
4342858,AmazaspShumik
11576063,andrewhuynguyen
5365982,gbaydin
3314022,licstar
5326890,hankcs
19831868,DingkunLiu
2580604,maxim5
14886380,Kulbear
26119052,fengdu78
4028979,kyunghyuncho
3654684,orhanf
3519667,jli05
5186410,jakezhaojb
154337,bastings
15331,Franck-Dernoncourt
2712147,mbartoli
330946,ozancaglayan
2403143,qizhex
398875,neubig
154475,redpony
464308,yoavg
2313865,armatthews
22328436,mattr1
484190,dhgarrette
10391785,pmichel31415
1050316,alvations
2267069,ikekonglp
3761885,hayounav
4459616,eschling
1399913,davidweichiang
2390196,mfaruqui
6448035,trevorcohn
1858803,wammar
263363,danielhers
6032899,talbaumel
7002723,jniehues-kit
3311523,mitchellstern
539843,as1986
15669976,dbc148
807183,noisychannel
2463712,swabhs
10989937,jbuckman
6319492,roeeaharoni
1390019,andre-martins
31170,aria42
2646947,kentonl
636653,mjdenkowski
1399852,kaisheng
745499,Oneplus
8787969,DancingSoul
2231289,zhipwang
3116482,vi3k6i5
1755245,slotlocker2
1841260,rompom
24502053,delirious-lettuce
3418996,kingfengji
2157423,youkpan
11962885,lmcinnes
8228248,sastels
7454015,glemaitre
810642,brunoalano
11962970,jc-healy
5808961,sauln
69774,michaelaye
5176216,markdimi
2641327,AllanLRH
11001022,christopherjenness
71831,craigmcnamara
511783,dvro
107893,kmike
908867,Horndev
1553846,taalexander
1058934,zyrikby
172692,zachwill
6055037,ahirner
5673828,atkawa7
15376817,m-dz
332746,moi90
1242043,angeloskath
6378233,tkoeppe
2743863,wmkouw
144949,the-moliver
48324527,tobyoup
6577458,StillKeepTry
36886556,xutaatmicrosoftdotcom
22527892,microsoftopensource
4699451,faneshion
3292410,yangliuy
1762835,pl8787
11496630,HouJP
5229621,niuox
10495098,zhezhaoa
5991543,niderhoff
6792642,sebastianruder
3250749,NirantK
1001610,stared
6361575,svjan5
31173491,ramadistra
6660928,yuvalpinter
121934,leondz
642864,shamilcm
587755,mayhewsw
19689171,h-amirkhani
10931787,cwenner
6596847,FredRodrigues
11526217,manuelsh
92654,TomLisankie
2083404,ollmer
16053571,rktamplayo
519177,Separius
33695776,vncorenlp
43005718,avisil
8844108,gangeshwark
1306354,liufly
340180,PiotrCzapla
13870276,shashiongithub
1164106,takase
8472955,tbsflk
4026690,Mrlyk423
19285148,vanzytay
3035466,ybisk
13233815,pedrada88
20412497,iwangjian
